Timestamp,Hour,Day_of_Week,Is_Weekend,Route_No,Current_Stop,Weather,Buses_Available,Dwell_Time_Seconds,Passenger_Count,Crowding_Level
2023-04-14 19:43:00,19,Friday,0,10H,Banjara Hills,Clear,5,38,33,Medium
2023-11-11 03:26:00,3,Saturday,1,5K,Jubilee Hills Checkpost,Clear,7,22,19,Low
2023-02-15 15:25:00,15,Wednesday,0,10H,Charminar,Clear,5,7,25,Low
2023-04-01 06:21:00,6,Saturday,1,127K,Koti,Clear,10,6,29,Low
2023-02-28 18:54:00,18,Tuesday,0,218,Gachibowli,Clear,7,148,90,High
2023-08-10 13:10:00,13,Thursday,0,127K,Ameerpet,Overcast,9,20,21,Low
2023-08-17 10:27:00,10,Thursday,0,127K,SR Nagar,Clear,10,40,40,Medium
2023-07-09 22:58:00,22,Sunday,1,218,Uppal,Clear,7,15,29,Low
2023-08-19 00:36:00,0,Saturday,1,218,Jubilee Hills Checkpost,Clear,10,21,9,Low
2023-12-06 22:12:00,22,Wednesday,0,47L,Madhapur,Rainy,5,7,17,Low
2023-06-28 08:40:00,8,Wednesday,0,10H,SR Nagar,Clear,9,47,41,Medium
2023-11-25 15:34:00,15,Saturday,1,47L,Koti,Rainy,10,9,27,Low
2023-08-31 16:17:00,16,Thursday,0,218,Banjara Hills,Clear,9,7,7,Low
2023-07-08 03:36:00,3,Saturday,1,5K,Secunderabad Station,Rainy,4,19,8,Low
2023-06-16 14:51:00,14,Friday,0,5K,LB Nagar,Clear,10,9,14,Low
2023-06-16 09:49:00,9,Friday,0,127K,Charminar,Clear,8,27,38,Medium
2023-05-23 09:21:00,9,Tuesday,0,9X,Gachibowli,Clear,5,65,96,High
2023-10-17 15:53:00,15,Tuesday,0,127K,SR Nagar,Overcast,6,18,17,Low
2023-02-17 07:48:00,7,Friday,0,127K,Ameerpet,Rainy,9,6,5,Low
2023-06-24 23:55:00,23,Saturday,1,9X,Mehdipatnam,Clear,5,22,16,Low
2023-06-28 03:08:00,3,Wednesday,0,10H,Banjara Hills,Clear,3,10,15,Low
2023-03-15 23:30:00,23,Wednesday,0,218,LB Nagar,Clear,8,9,25,Low
2023-11-16 16:17:00,16,Thursday,0,5K,Koti,Clear,5,18,12,Low
2023-11-16 06:53:00,6,Thursday,0,127K,Hitech City,Clear,8,21,27,Low
2023-05-25 15:01:00,15,Thursday,0,9X,Ameerpet,Clear,5,15,18,Low
2023-08-25 20:57:00,20,Friday,0,47L,Banjara Hills,Rainy,8,25,43,Medium
2023-08-07 20:19:00,20,Monday,0,127K,LB Nagar,Clear,6,34,49,Medium
2023-04-30 07:49:00,7,Sunday,1,5K,LB Nagar,Clear,6,13,27,Low
2023-07-08 18:36:00,18,Saturday,1,218,Uppal,Clear,4,50,46,Medium
2023-11-01 20:14:00,20,Wednesday,0,127K,LB Nagar,Overcast,6,57,51,Medium
2023-05-21 11:23:00,11,Sunday,1,127K,Secunderabad Station,Rainy,6,51,54,Medium
2023-05-17 15:29:00,15,Wednesday,0,10H,Ameerpet,Clear,9,22,23,Low
2023-06-04 23:25:00,23,Sunday,1,9X,Koti,Overcast,7,16,24,Low
2023-12-05 19:19:00,19,Tuesday,0,47L,Koti,Rainy,10,61,82,High
2023-09-03 12:11:00,12,Sunday,1,47L,Secunderabad Station,Clear,9,5,25,Low
2023-07-02 18:00:00,18,Sunday,1,218,Madhapur,Clear,11,25,50,Medium
2023-06-03 09:24:00,9,Saturday,1,5K,SR Nagar,Overcast,10,5,21,Low
2023-01-17 03:27:00,3,Tuesday,0,218,Ameerpet,Clear,11,16,10,Low
2023-01-17 21:00:00,21,Tuesday,0,127K,LB Nagar,Clear,3,45,43,Medium
2023-11-21 12:01:00,12,Tuesday,0,127K,SR Nagar,Clear,5,24,22,Low
2023-08-31 07:51:00,7,Thursday,0,47L,Gachibowli,Clear,7,8,21,Low
2023-07-10 12:09:00,12,Monday,0,5K,Jubilee Hills Checkpost,Overcast,11,19,10,Low
2023-10-28 05:15:00,5,Saturday,1,9X,Ameerpet,Clear,10,5,9,Low
2023-12-25 17:48:00,17,Monday,0,5K,Mehdipatnam,Clear,9,38,42,Medium
2023-06-14 07:04:00,7,Wednesday,0,127K,Gachibowli,Rainy,4,50,45,Medium
2023-09-19 17:36:00,17,Tuesday,0,9X,Hitech City,Clear,8,105,63,High
2023-02-04 00:24:00,0,Saturday,1,5K,Secunderabad Station,Clear,6,14,16,Low
2023-07-30 08:38:00,8,Sunday,1,5K,LB Nagar,Overcast,7,11,14,Low
2023-07-03 19:52:00,19,Monday,0,9X,Madhapur,Clear,7,114,80,High
2023-03-25 10:31:00,10,Saturday,1,127K,Mehdipatnam,Clear,6,36,42,Medium
2023-11-13 12:48:00,12,Monday,0,5K,Madhapur,Clear,6,23,23,Low
2023-04-03 21:27:00,21,Monday,0,9X,Madhapur,Clear,6,132,71,High
2023-04-05 16:10:00,16,Wednesday,0,10H,Charminar,Overcast,4,7,20,Low
2023-11-30 20:34:00,20,Thursday,0,10H,Banjara Hills,Clear,3,28,43,Medium
2023-07-29 11:28:00,11,Saturday,1,127K,Banjara Hills,Clear,4,56,45,Medium
2023-01-10 17:06:00,17,Tuesday,0,9X,Uppal,Clear,9,30,53,Medium
2023-03-31 19:12:00,19,Friday,0,10H,Mehdipatnam,Clear,3,87,69,High
2023-01-09 19:06:00,19,Monday,0,9X,Jubilee Hills Checkpost,Rainy,8,52,41,Medium
2023-07-28 21:24:00,21,Friday,0,5K,Uppal,Rainy,6,53,34,Medium
2023-04-04 11:53:00,11,Tuesday,0,127K,Mehdipatnam,Overcast,4,101,65,High
2023-07-20 16:38:00,16,Thursday,0,10H,Madhapur,Clear,5,9,9,Low
2023-07-17 18:46:00,18,Monday,0,5K,Hitech City,Rainy,9,64,65,High
2023-01-22 04:55:00,4,Sunday,1,218,Hitech City,Clear,8,9,6,Low
2023-09-18 21:53:00,21,Monday,0,218,Uppal,Rainy,8,52,48,Medium
2023-09-01 22:39:00,22,Friday,0,127K,Mehdipatnam,Rainy,10,13,21,Low
2023-12-06 23:30:00,23,Wednesday,0,10H,Jubilee Hills Checkpost,Clear,10,19,23,Low
2023-11-14 01:11:00,1,Tuesday,0,10H,SR Nagar,Clear,8,13,16,Low
2023-07-09 15:49:00,15,Sunday,1,10H,Gachibowli,Clear,3,18,24,Low
2023-01-18 00:58:00,0,Wednesday,0,9X,SR Nagar,Clear,9,10,27,Low
2023-05-21 01:04:00,1,Sunday,1,5K,Ameerpet,Overcast,10,24,29,Low
2023-12-08 03:14:00,3,Friday,0,10H,SR Nagar,Clear,7,12,9,Low
2023-04-07 15:42:00,15,Friday,0,5K,SR Nagar,Clear,6,6,16,Low
2023-11-25 03:25:00,3,Saturday,1,127K,Hitech City,Clear,9,9,20,Low
2023-04-20 22:58:00,22,Thursday,0,10H,LB Nagar,Rainy,8,21,5,Low
2023-05-08 19:44:00,19,Monday,0,127K,SR Nagar,Clear,8,38,31,Medium
2023-05-29 15:00:00,15,Monday,0,10H,Mehdipatnam,Clear,5,22,14,Low
2023-03-24 18:16:00,18,Friday,0,218,Jubilee Hills Checkpost,Clear,6,57,31,Medium
2023-06-01 11:26:00,11,Thursday,0,47L,Hitech City,Clear,7,177,86,High
2023-06-02 01:29:00,1,Friday,0,127K,Ameerpet,Clear,11,6,29,Low
2023-03-27 00:09:00,0,Monday,0,10H,Uppal,Rainy,10,8,14,Low
2023-06-26 02:58:00,2,Monday,0,47L,Mehdipatnam,Clear,5,17,27,Low
2023-02-04 17:35:00,17,Saturday,1,127K,Mehdipatnam,Clear,8,47,47,Medium
2023-03-26 18:56:00,18,Sunday,1,9X,Secunderabad Station,Clear,3,41,30,Medium
2023-05-09 17:00:00,17,Tuesday,0,10H,Mehdipatnam,Clear,5,35,34,Medium
2023-03-18 20:47:00,20,Saturday,1,9X,LB Nagar,Clear,9,9,16,Low
2023-10-13 15:57:00,15,Friday,0,218,Banjara Hills,Clear,9,19,21,Low
2023-03-15 12:38:00,12,Wednesday,0,10H,Secunderabad Station,Clear,4,8,29,Low
2023-05-18 16:46:00,16,Thursday,0,218,Ameerpet,Clear,5,11,23,Low
2023-04-25 12:19:00,12,Tuesday,0,47L,Uppal,Clear,9,14,22,Low
2023-08-14 12:47:00,12,Monday,0,127K,Banjara Hills,Rainy,8,8,17,Low
2023-09-21 21:09:00,21,Thursday,0,5K,Hitech City,Clear,9,175,57,High
2023-10-16 13:15:00,13,Monday,0,218,Uppal,Rainy,11,9,25,Low
2023-01-31 06:25:00,6,Tuesday,0,5K,Koti,Rainy,10,9,14,Low
2023-09-15 21:29:00,21,Friday,0,5K,Koti,Clear,8,43,43,Medium
2023-02-14 11:24:00,11,Tuesday,0,127K,Ameerpet,Rainy,6,160,94,High
2023-11-04 03:36:00,3,Saturday,1,47L,Charminar,Clear,11,12,14,Low
2023-03-18 01:56:00,1,Saturday,1,127K,Jubilee Hills Checkpost,Clear,9,11,6,Low
2023-05-20 01:15:00,1,Saturday,1,10H,Hitech City,Clear,7,12,17,Low
2023-01-19 00:19:00,0,Thursday,0,218,Hitech City,Clear,4,17,9,Low
2023-04-17 04:26:00,4,Monday,0,5K,Charminar,Clear,11,9,15,Low
2023-07-20 04:09:00,4,Thursday,0,127K,Jubilee Hills Checkpost,Clear,9,22,28,Low
2023-02-22 14:46:00,14,Wednesday,0,127K,Hitech City,Clear,11,13,5,Low
2023-10-11 23:23:00,23,Wednesday,0,127K,Secunderabad Station,Clear,11,6,14,Low
2023-10-16 07:52:00,7,Monday,0,218,Ameerpet,Clear,7,20,17,Low
2023-09-26 22:21:00,22,Tuesday,0,47L,Jubilee Hills Checkpost,Clear,9,18,8,Low
2023-11-12 16:29:00,16,Sunday,1,127K,Koti,Clear,7,21,25,Low
2023-04-06 17:28:00,17,Thursday,0,218,Koti,Clear,5,30,39,Medium
2023-03-30 20:28:00,20,Thursday,0,5K,Madhapur,Clear,10,158,66,High
2023-10-07 15:30:00,15,Saturday,1,10H,Jubilee Hills Checkpost,Clear,10,21,18,Low
2023-12-13 13:26:00,13,Wednesday,0,9X,SR Nagar,Rainy,11,17,7,Low
2023-11-10 09:09:00,9,Friday,0,218,Ameerpet,Rainy,8,97,82,High
2023-01-16 05:59:00,5,Monday,0,9X,Banjara Hills,Clear,4,12,6,Low
2023-06-08 17:36:00,17,Thursday,0,127K,Gachibowli,Rainy,5,123,82,High
2023-04-26 03:58:00,3,Wednesday,0,127K,Secunderabad Station,Clear,8,10,23,Low
2023-08-22 02:34:00,2,Tuesday,0,218,Mehdipatnam,Clear,3,20,15,Low
2023-02-12 10:07:00,10,Sunday,1,9X,SR Nagar,Overcast,4,45,50,Medium
2023-03-24 06:11:00,6,Friday,0,127K,Mehdipatnam,Clear,10,7,11,Low
2023-11-07 20:00:00,20,Tuesday,0,5K,Jubilee Hills Checkpost,Overcast,10,47,47,Medium
2023-11-02 09:52:00,9,Thursday,0,47L,Banjara Hills,Clear,8,36,43,Medium
2023-01-28 07:53:00,7,Saturday,1,47L,SR Nagar,Clear,5,10,11,Low
2023-05-15 01:55:00,1,Monday,0,127K,Charminar,Clear,4,11,26,Low
2023-05-29 19:23:00,19,Monday,0,9X,Secunderabad Station,Clear,8,40,36,Medium
2023-08-07 15:57:00,15,Monday,0,10H,SR Nagar,Clear,3,9,27,Low
2023-02-15 08:38:00,8,Wednesday,0,127K,Uppal,Clear,8,39,38,Medium
2023-12-02 04:50:00,4,Saturday,1,10H,Banjara Hills,Rainy,11,8,27,Low
2023-10-17 12:00:00,12,Tuesday,0,10H,LB Nagar,Clear,9,9,16,Low
2023-03-06 18:24:00,18,Monday,0,9X,Mehdipatnam,Clear,11,31,35,Medium
2023-06-06 10:41:00,10,Tuesday,0,10H,Koti,Clear,4,94,93,High
2023-10-01 15:50:00,15,Sunday,1,5K,Secunderabad Station,Rainy,7,8,26,Low
2023-09-02 14:28:00,14,Saturday,1,9X,SR Nagar,Clear,11,19,8,Low
2023-10-27 21:19:00,21,Friday,0,127K,Charminar,Clear,9,52,45,Medium
2023-07-07 04:16:00,4,Friday,0,5K,Ameerpet,Overcast,11,6,11,Low
2023-08-09 17:04:00,17,Wednesday,0,218,Banjara Hills,Clear,8,29,37,Medium
2023-06-28 18:26:00,18,Wednesday,0,47L,Charminar,Clear,9,31,37,Medium
2023-05-04 11:09:00,11,Thursday,0,127K,Secunderabad Station,Rainy,7,145,89,High
2023-12-23 08:33:00,8,Saturday,1,127K,Uppal,Rainy,8,55,38,Medium
2023-03-29 06:17:00,6,Wednesday,0,127K,Mehdipatnam,Clear,3,12,23,Low
2023-06-13 07:27:00,7,Tuesday,0,5K,Banjara Hills,Clear,3,13,17,Low
2023-11-30 19:11:00,19,Thursday,0,218,Koti,Rainy,4,101,93,High
2023-02-18 22:27:00,22,Saturday,1,9X,Hitech City,Clear,6,15,24,Low
2023-05-08 14:14:00,14,Monday,0,218,Gachibowli,Overcast,11,5,25,Low
2023-03-18 05:11:00,5,Saturday,1,5K,Hitech City,Clear,9,19,19,Low
2023-09-22 14:50:00,14,Friday,0,127K,Ameerpet,Clear,8,12,23,Low
2023-11-17 04:39:00,4,Friday,0,47L,Banjara Hills,Clear,3,23,6,Low
2023-09-13 20:52:00,20,Wednesday,0,127K,Koti,Rainy,7,167,98,High
2023-03-15 16:01:00,16,Wednesday,0,9X,Uppal,Rainy,6,10,12,Low
2023-03-18 10:38:00,10,Saturday,1,10H,LB Nagar,Clear,7,14,27,Low
2023-01-16 17:51:00,17,Monday,0,47L,Uppal,Overcast,11,31,52,Medium
2023-10-18 13:20:00,13,Wednesday,0,127K,Uppal,Clear,5,11,12,Low
2023-09-04 21:28:00,21,Monday,0,47L,SR Nagar,Clear,6,49,42,Medium
2023-02-05 21:03:00,21,Sunday,1,10H,Hitech City,Rainy,10,46,30,Medium
2023-01-11 21:48:00,21,Wednesday,0,218,Mehdipatnam,Rainy,5,86,86,High
2023-08-05 15:15:00,15,Saturday,1,5K,Secunderabad Station,Rainy,5,13,28,Low
2023-04-03 23:23:00,23,Monday,0,127K,Banjara Hills,Rainy,11,19,14,Low
2023-08-10 02:34:00,2,Thursday,0,9X,Secunderabad Station,Clear,7,10,25,Low
2023-03-20 03:47:00,3,Monday,0,218,Banjara Hills,Clear,3,20,28,Low
2023-04-09 22:43:00,22,Sunday,1,127K,Koti,Overcast,9,11,13,Low
2023-05-30 04:35:00,4,Tuesday,0,218,Hitech City,Clear,9,19,6,Low
2023-10-07 02:16:00,2,Saturday,1,9X,LB Nagar,Clear,8,6,23,Low
2023-02-28 22:56:00,22,Tuesday,0,127K,SR Nagar,Clear,8,12,26,Low
2023-11-28 07:35:00,7,Tuesday,0,10H,LB Nagar,Clear,5,16,29,Low
2023-02-19 12:15:00,12,Sunday,1,10H,Charminar,Rainy,5,15,18,Low
2023-07-09 18:15:00,18,Sunday,1,9X,Hitech City,Clear,11,30,39,Medium
2023-07-28 02:08:00,2,Friday,0,47L,SR Nagar,Rainy,3,24,14,Low
2023-01-06 15:55:00,15,Friday,0,9X,Gachibowli,Clear,9,17,12,Low
2023-11-21 05:12:00,5,Tuesday,0,47L,Uppal,Clear,9,20,18,Low
2023-09-18 05:05:00,5,Monday,0,127K,Gachibowli,Clear,10,12,17,Low
2023-04-13 13:58:00,13,Thursday,0,47L,Madhapur,Clear,8,21,10,Low
2023-08-03 13:47:00,13,Thursday,0,127K,Jubilee Hills Checkpost,Clear,10,17,25,Low
2023-09-07 03:05:00,3,Thursday,0,127K,Uppal,Clear,3,8,17,Low
2023-03-16 15:52:00,15,Thursday,0,5K,Gachibowli,Clear,3,24,7,Low
2023-04-13 09:23:00,9,Thursday,0,127K,Mehdipatnam,Clear,11,49,49,Medium
2023-11-23 19:07:00,19,Thursday,0,47L,Jubilee Hills Checkpost,Clear,6,46,42,Medium
2023-09-17 10:56:00,10,Sunday,1,5K,Hitech City,Clear,5,41,52,Medium
2023-09-12 01:51:00,1,Tuesday,0,5K,LB Nagar,Clear,8,12,27,Low
2023-09-18 10:37:00,10,Monday,0,127K,Uppal,Clear,11,35,48,Medium
2023-03-23 19:16:00,19,Thursday,0,9X,Uppal,Rainy,6,49,45,Medium
2023-07-22 18:39:00,18,Saturday,1,9X,LB Nagar,Clear,11,9,8,Low
2023-05-14 16:26:00,16,Sunday,1,10H,Charminar,Rainy,7,20,7,Low
2023-07-07 04:24:00,4,Friday,0,5K,Mehdipatnam,Rainy,9,12,19,Low
2023-09-21 21:22:00,21,Thursday,0,127K,Uppal,Clear,5,45,44,Medium
2023-09-27 14:15:00,14,Wednesday,0,9X,Gachibowli,Rainy,5,20,22,Low
2023-08-12 01:04:00,1,Saturday,1,127K,Uppal,Clear,5,8,26,Low
2023-10-21 09:55:00,9,Saturday,1,127K,Hitech City,Rainy,10,32,36,Medium
2023-09-20 20:00:00,20,Wednesday,0,5K,Jubilee Hills Checkpost,Rainy,8,33,49,Medium
2023-01-23 17:11:00,17,Monday,0,10H,Hitech City,Clear,11,104,91,High
2023-12-15 00:37:00,0,Friday,0,5K,Uppal,Clear,11,21,12,Low
2023-05-09 01:43:00,1,Tuesday,0,218,Gachibowli,Clear,10,13,29,Low
2023-12-25 13:49:00,13,Monday,0,9X,Ameerpet,Clear,3,17,27,Low
2023-04-03 13:12:00,13,Monday,0,9X,Jubilee Hills Checkpost,Clear,8,13,14,Low
2023-02-23 19:45:00,19,Thursday,0,9X,Banjara Hills,Clear,6,30,30,Medium
2023-01-02 23:49:00,23,Monday,0,47L,Koti,Clear,6,14,15,Low
2023-11-12 12:31:00,12,Sunday,1,127K,Koti,Clear,5,9,7,Low
2023-08-05 20:12:00,20,Saturday,1,5K,Jubilee Hills Checkpost,Overcast,11,11,25,Low
2023-03-04 16:32:00,16,Saturday,1,9X,Banjara Hills,Rainy,4,15,7,Low
2023-01-27 17:07:00,17,Friday,0,218,Mehdipatnam,Clear,3,83,62,High
2023-11-30 08:47:00,8,Thursday,0,9X,Ameerpet,Clear,5,33,52,Medium
2023-02-10 21:11:00,21,Friday,0,10H,Jubilee Hills Checkpost,Clear,6,35,42,Medium
2023-03-31 03:51:00,3,Friday,0,127K,Gachibowli,Clear,6,7,14,Low
2023-11-02 03:50:00,3,Thursday,0,127K,SR Nagar,Rainy,8,12,7,Low
2023-06-28 06:07:00,6,Wednesday,0,5K,Madhapur,Clear,3,21,24,Low
2023-03-16 14:50:00,14,Thursday,0,47L,SR Nagar,Clear,3,11,18,Low
2023-04-30 08:50:00,8,Sunday,1,5K,Secunderabad Station,Rainy,4,71,99,High
2023-11-01 16:21:00,16,Wednesday,0,9X,Hitech City,Overcast,6,20,7,Low
2023-07-15 19:34:00,19,Saturday,1,10H,Uppal,Clear,9,19,17,Low
2023-10-05 20:29:00,20,Thursday,0,218,Banjara Hills,Clear,8,53,49,Medium
2023-03-22 19:41:00,19,Wednesday,0,5K,Hitech City,Clear,11,168,78,High
2023-11-25 13:25:00,13,Saturday,1,47L,Charminar,Clear,9,22,29,Low
2023-04-04 09:48:00,9,Tuesday,0,5K,Ameerpet,Overcast,7,48,52,Medium
2023-10-05 03:51:00,3,Thursday,0,127K,Gachibowli,Clear,8,9,13,Low
2023-04-15 17:30:00,17,Saturday,1,9X,Charminar,Clear,11,18,29,Low
2023-07-23 09:30:00,9,Sunday,1,9X,Koti,Rainy,3,70,70,High
2023-09-08 00:32:00,0,Friday,0,9X,Jubilee Hills Checkpost,Rainy,11,7,27,Low
2023-09-14 15:59:00,15,Thursday,0,9X,Hitech City,Overcast,8,21,27,Low
2023-04-30 07:56:00,7,Sunday,1,9X,Ameerpet,Clear,6,16,12,Low
2023-02-01 17:54:00,17,Wednesday,0,9X,Hitech City,Clear,7,126,98,High
2023-11-21 06:40:00,6,Tuesday,0,218,Hitech City,Clear,3,6,16,Low
2023-03-28 04:43:00,4,Tuesday,0,47L,SR Nagar,Clear,9,8,23,Low
2023-08-01 05:48:00,5,Tuesday,0,9X,LB Nagar,Clear,10,22,28,Low
2023-02-27 15:09:00,15,Monday,0,47L,Uppal,Clear,7,24,21,Low
2023-07-27 04:36:00,4,Thursday,0,10H,Secunderabad Station,Clear,4,18,19,Low
2023-05-04 19:14:00,19,Thursday,0,9X,Hitech City,Rainy,10,131,72,High
2023-08-14 22:32:00,22,Monday,0,5K,Banjara Hills,Clear,9,6,11,Low
2023-10-14 01:27:00,1,Saturday,1,9X,SR Nagar,Rainy,11,23,17,Low
2023-04-02 05:33:00,5,Sunday,1,127K,Koti,Clear,6,14,23,Low
2023-11-01 11:32:00,11,Wednesday,0,218,Jubilee Hills Checkpost,Rainy,11,52,45,Medium
2023-03-22 01:34:00,1,Wednesday,0,5K,Uppal,Clear,6,9,15,Low
2023-11-16 01:31:00,1,Thursday,0,5K,Koti,Rainy,5,15,9,Low
2023-02-15 15:26:00,15,Wednesday,0,127K,LB Nagar,Clear,5,13,6,Low
2023-04-09 07:24:00,7,Sunday,1,9X,Charminar,Clear,4,20,5,Low
2023-09-20 08:52:00,8,Wednesday,0,218,SR Nagar,Rainy,5,50,45,Medium
2023-07-06 06:46:00,6,Thursday,0,5K,Secunderabad Station,Clear,10,9,9,Low
2023-03-23 22:55:00,22,Thursday,0,218,Secunderabad Station,Clear,10,19,29,Low
2023-06-26 10:39:00,10,Monday,0,5K,Hitech City,Rainy,4,169,79,High
2023-12-23 18:38:00,18,Saturday,1,9X,Uppal,Rainy,4,33,36,Medium
2023-09-12 02:10:00,2,Tuesday,0,10H,Gachibowli,Clear,4,24,13,Low
2023-11-06 02:21:00,2,Monday,0,5K,Uppal,Clear,9,9,8,Low
2023-01-26 10:31:00,10,Thursday,0,10H,Koti,Clear,8,39,48,Medium
2023-02-20 16:31:00,16,Monday,0,5K,Hitech City,Clear,3,28,49,Medium
2023-01-03 18:54:00,18,Tuesday,0,47L,Banjara Hills,Overcast,4,44,44,Medium
2023-07-09 17:57:00,17,Sunday,1,9X,Gachibowli,Clear,3,51,36,Medium
2023-01-13 13:10:00,13,Friday,0,127K,Secunderabad Station,Clear,9,11,28,Low
2023-02-09 13:18:00,13,Thursday,0,10H,Madhapur,Overcast,8,19,22,Low
2023-02-26 23:54:00,23,Sunday,1,127K,Secunderabad Station,Clear,4,21,9,Low
2023-05-03 06:49:00,6,Wednesday,0,9X,Uppal,Clear,4,22,25,Low
2023-05-18 01:52:00,1,Thursday,0,127K,Koti,Clear,4,11,29,Low
2023-04-21 07:03:00,7,Friday,0,9X,Gachibowli,Clear,10,23,17,Low
2023-09-30 22:02:00,22,Saturday,1,127K,Jubilee Hills Checkpost,Clear,9,14,7,Low
2023-12-13 10:23:00,10,Wednesday,0,10H,Gachibowli,Clear,3,86,82,High
2023-09-13 07:34:00,7,Wednesday,0,47L,LB Nagar,Clear,6,17,10,Low
2023-04-15 08:22:00,8,Saturday,1,127K,Mehdipatnam,Clear,6,26,41,Medium
2023-11-04 13:45:00,13,Saturday,1,10H,SR Nagar,Clear,9,24,25,Low
2023-06-13 10:42:00,10,Tuesday,0,5K,Mehdipatnam,Clear,4,119,58,High
2023-11-05 11:29:00,11,Sunday,1,9X,Ameerpet,Clear,6,29,49,Medium
2023-06-02 18:03:00,18,Friday,0,218,Charminar,Clear,3,30,52,Medium
2023-11-30 20:41:00,20,Thursday,0,218,Ameerpet,Clear,6,59,43,Medium
2023-06-22 17:10:00,17,Thursday,0,9X,Hitech City,Clear,3,124,82,High
2023-06-03 11:04:00,11,Saturday,1,47L,Banjara Hills,Clear,4,59,43,Medium
2023-07-03 16:32:00,16,Monday,0,127K,Banjara Hills,Clear,4,7,5,Low
2023-07-06 15:59:00,15,Thursday,0,47L,Ameerpet,Rainy,5,8,15,Low
2023-06-14 23:09:00,23,Wednesday,0,218,Hitech City,Clear,10,11,26,Low
2023-12-03 07:39:00,7,Sunday,1,10H,Gachibowli,Rainy,8,19,13,Low
2023-11-08 19:02:00,19,Wednesday,0,9X,Koti,Rainy,8,134,72,High
2023-03-28 03:26:00,3,Tuesday,0,9X,SR Nagar,Clear,11,22,9,Low
2023-10-10 08:59:00,8,Tuesday,0,47L,Ameerpet,Clear,10,28,39,Medium
2023-01-23 06:57:00,6,Monday,0,10H,Uppal,Overcast,4,15,19,Low
2023-06-09 21:09:00,21,Friday,0,47L,Hitech City,Clear,8,65,96,High
2023-03-24 12:34:00,12,Friday,0,127K,Gachibowli,Rainy,3,42,45,Medium
2023-03-07 04:08:00,4,Tuesday,0,5K,Koti,Clear,11,19,8,Low
2023-02-06 18:01:00,18,Monday,0,10H,Mehdipatnam,Clear,6,27,33,Medium
2023-07-17 19:01:00,19,Monday,0,5K,Madhapur,Clear,6,76,94,High
2023-02-08 14:49:00,14,Wednesday,0,127K,Banjara Hills,Clear,11,5,10,Low
2023-06-08 06:17:00,6,Thursday,0,5K,Uppal,Clear,5,6,27,Low
2023-01-22 13:04:00,13,Sunday,1,218,Jubilee Hills Checkpost,Clear,7,23,15,Low
2023-02-18 19:53:00,19,Saturday,1,5K,Charminar,Overcast,3,33,54,Medium
